id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
478,Shure SRH 142,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, multipoint connection, noise cancellation, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"45mm drivers, 20h battery life","wireless connectivity, multipoint connection, noise cancellation, touch controls",580.81,USD,3.8,79,Limited Stock,White,24,2024-02-14,"wireless connectivity, Shure, multipoint connection, headphones, noise cancellation"
479,Oppo Galaxy 12,"Advanced mobile device featuring latest processor and camera system. Features 5G connectivity, multiple cameras, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"128GB storage, 8GB RAM","5G connectivity, multiple cameras, OLED display",607.43,USD,4.3,1208,In Stock,Blue,24,2024-11-17,"multiple cameras, 5G connectivity, OLED display, Oppo, smartphones"
480,Google Mini 15 Pro,"Advanced mobile device featuring latest processor and camera system. Features water resistant, high refresh rate, fingerprint sensor, face recognition, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Google,"1024GB storage, 8GB RAM","water resistant, high refresh rate, fingerprint sensor, face recognition, wireless charging",3213.43,USD,4.7,1903,Out of Stock,Silver,12,2023-11-10,"wireless charging, smartphones, Google, high refresh rate, water resistant"
481,Microsoft ThinkPad 16,"Powerful laptop designed for professional work and creative tasks. Features backlit keyboard, touchscreen, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Microsoft,"8GB RAM, 256GB SSD, Apple processor","backlit keyboard, touchscreen, high resolution display",1335.67,USD,4.0,1088,In Stock,Gray,24,2023-09-10,"Microsoft, high resolution display, backlit keyboard, laptops, touchscreen"
482,Samsung Galaxy 13,"High-performance smartphone with exceptional battery life and display quality. Features water resistant, fingerprint sensor, face recognition, 5G connectivity, fast charging, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 8GB RAM","water resistant, fingerprint sensor, face recognition, 5G connectivity, fast charging, high refresh rate",3025.61,USD,4.4,360,In Stock,Rose Gold,12,2024-12-11,"fast charging, high refresh rate, 5G connectivity, water resistant, smartphones"
483,Samsung Plus 13 Max,"Premium mobile phone with professional-grade camera and fast performance. Features high refresh rate, premium build, face recognition, 5G connectivity, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 8GB RAM","high refresh rate, premium build, face recognition, 5G connectivity, fingerprint sensor",4427.67,USD,4.1,1234,Limited Stock,Blue,12,2025-07-01,"smartphones, premium build, fingerprint sensor, Samsung, high refresh rate"
484,Acer ROG 13,"High-performance notebook with advanced features and sleek design. Features touchscreen, premium build quality, dedicated graphics, long battery life, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"8GB RAM, 256GB SSD, Intel processor","touchscreen, premium build quality, dedicated graphics, long battery life, lightweight design",1531.71,USD,4.2,1065,In Stock,Rose Gold,36,2025-06-12,"dedicated graphics, long battery life, lightweight design, laptops, premium build quality"
485,Apple ZenBook 17,"Powerful laptop designed for professional work and creative tasks. Features SSD storage, premium build quality, long battery life, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"16GB RAM, 512GB SSD, Intel processor","SSD storage, premium build quality, long battery life, lightweight design",2209.06,USD,3.8,672,Out of Stock,Rose Gold,36,2025-06-20,"Apple, laptops, long battery life, lightweight design, SSD storage"
486,Nokia Edge 10,"Premium mobile phone with professional-grade camera and fast performance. Features face recognition, high refresh rate, wireless charging, fast charging, premium build, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"1024GB storage, 8GB RAM","face recognition, high refresh rate, wireless charging, fast charging, premium build, multiple cameras",4190.35,USD,3.8,685,In Stock,Red,24,2025-02-16,"smartphones, premium build, multiple cameras, wireless charging, fast charging"
487,Lenovo ROG 15,"Premium portable computer with exceptional performance and build quality. Features long battery life, fast charging, touchscreen, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 1024GB SSD, Intel processor","long battery life, fast charging, touchscreen, backlit keyboard",2416.26,USD,4.5,1684,Out of Stock,Gray,12,2024-01-18,"laptops, fast charging, backlit keyboard, Lenovo, long battery life"
488,Oppo Max 11 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features 5G connectivity, fingerprint sensor, premium build, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"512GB storage, 6GB RAM","5G connectivity, fingerprint sensor, premium build, high refresh rate",1734.69,USD,4.5,736,Limited Stock,White,24,2025-07-27,"5G connectivity, smartphones, premium build, Oppo, fingerprint sensor"
489,Nokia Max 12 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features wireless charging, face recognition, fast charging, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"256GB storage, 12GB RAM","wireless charging, face recognition, fast charging, premium build",1406.8,USD,4.6,301,Out of Stock,White,24,2024-01-16,"wireless charging, premium build, fast charging, Nokia, smartphones"
490,Sony ATH 811,"Professional-grade headphones for audiophiles and content creators. Features wireless connectivity, long battery life, multipoint connection, noise cancellation, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"45mm drivers, 50h battery life","wireless connectivity, long battery life, multipoint connection, noise cancellation, foldable design",403.03,USD,4.4,1654,Out of Stock,Blue,36,2025-07-28,"wireless connectivity, noise cancellation, Sony, multipoint connection, headphones"
491,AKG DT 921,"Professional-grade headphones for audiophiles and content creators. Features premium sound quality, long battery life, quick charge, comfortable fit, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 50h battery life","premium sound quality, long battery life, quick charge, comfortable fit, noise cancellation",157.39,USD,3.8,1375,Limited Stock,White,24,2025-02-19,"headphones, AKG, long battery life, noise cancellation, quick charge"
492,Nokia Plus 12,"Premium mobile phone with professional-grade camera and fast performance. Features fast charging, multiple cameras, 5G connectivity, premium build, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"128GB storage, 6GB RAM","fast charging, multiple cameras, 5G connectivity, premium build, high refresh rate",662.38,USD,4.5,100,In Stock,Silver,12,2025-05-21,"smartphones, 5G connectivity, Nokia, fast charging, multiple cameras"
493,Xiaomi Edge 12 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features face recognition, premium build, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Xiaomi,"256GB storage, 6GB RAM","face recognition, premium build, OLED display",1039.25,USD,4.7,693,In Stock,Black,12,2025-03-06,"smartphones, OLED display, Xiaomi, face recognition, premium build"
494,Alienware ZenBook 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features lightweight design, backlit keyboard, high resolution display, premium build quality, fast processor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"16GB RAM, 1024GB SSD, AMD processor","lightweight design, backlit keyboard, high resolution display, premium build quality, fast processor, fast charging",1997.83,USD,5.0,1188,In Stock,Rose Gold,36,2024-07-12,"lightweight design, fast charging, backlit keyboard, premium build quality, high resolution display"
495,Samsung Plus 14 Pro,"Advanced mobile device featuring latest processor and camera system. Features water resistant, face recognition, premium build, fast charging, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"64GB storage, 8GB RAM","water resistant, face recognition, premium build, fast charging, multiple cameras",448.06,USD,4.2,1608,Out of Stock,Gray,24,2023-12-28,"Samsung, water resistant, premium build, smartphones, fast charging"
496,Sony Max 13,"Premium mobile phone with professional-grade camera and fast performance. Features fast charging, premium build, face recognition, fingerprint sensor, multiple cameras, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"512GB storage, 6GB RAM","fast charging, premium build, face recognition, fingerprint sensor, multiple cameras, OLED display",2463.93,USD,4.8,1919,Out of Stock,Black,12,2025-01-06,"multiple cameras, face recognition, premium build, fast charging, Sony"
497,Bose Studio 102,"Professional-grade headphones for audiophiles and content creators. Features multipoint connection, premium sound quality, quick charge, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"40mm drivers, 30h battery life","multipoint connection, premium sound quality, quick charge, foldable design",281.88,USD,4.3,302,In Stock,Rose Gold,36,2024-02-29,"foldable design, Bose, quick charge, headphones, multipoint connection"
498,Sony Plus 11,"Advanced mobile device featuring latest processor and camera system. Features high refresh rate, 5G connectivity, fingerprint sensor, face recognition, premium build, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"64GB storage, 8GB RAM","high refresh rate, 5G connectivity, fingerprint sensor, face recognition, premium build, water resistant",480.71,USD,3.7,1632,Limited Stock,Blue,24,2024-06-01,"5G connectivity, face recognition, fingerprint sensor, high refresh rate, smartphones"
