id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
1522,Zara Signature Belts,Stylish belts with slim fit design. Perfect for casual wear. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,belts,Zara,256.22,USD,"8, 11, 5","Navy, Red, Blue, Beige, Green",synthetic blend,delicate cycle,3.8,459,Out of Stock,Fall/Winter,Unisex,Kids,Casual,"belts, Zara, Vintage, fashion",False,Italy,2025-03-01
1523,H&M Signature Loafers,Stylish loafers with relaxed fit design. Perfect for weekend outings. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Shoes,loafers,H&M,162.27,USD,"6, 7, 9","Black, Pink, Blue, Brown",wool,hand wash recommended,3.9,985,Limited Stock,All Season,Women,Adult,Classic,"loafers, H&M, Urban, fashion",True,Turkey,2025-01-17
1524,Levi's Premium Sunglasses,Stylish sunglasses with regular fit design. Perfect for formal occasions. Made from high-quality wool. Machine Washable.,Fashion,Accessories,sunglasses,Levi's,95.15,USD,"6, 11, 8, 12","Beige, Pink, Red, Gray, Navy",wool,hand wash recommended,3.4,323,Limited Stock,All Season,Women,Kids,Sporty,"sunglasses, Levi's, Classic, fashion",True,China,2025-05-10
1525,H&M Urban Sneakers,Stylish sneakers with slim fit design. Perfect for casual wear. Made from high-quality silk. Machine Washable.,Fashion,Shoes,sneakers,H&M,219.64,USD,"7, 12, 6, 11","Black, Pink",wool,dry clean only,3.2,469,In Stock,All Season,Women,Adult,Sporty,"sneakers, H&M, Modern, fashion",True,India,2024-08-23
1526,Calvin Klein Signature Belts,Stylish belts with tailored fit design. Perfect for casual wear. Made from high-quality wool. Machine Washable.,Fashion,Accessories,belts,Calvin Klein,304.95,USD,"7, 9, 12, 8, 6, 10","Blue, Pink, Brown, Beige, Navy",cotton,delicate cycle,4.1,828,In Stock,Spring/Summer,Unisex,Teen,Sporty,"belts, Calvin Klein, Classic, fashion",True,Turkey,2024-11-19
1527,Ralph Lauren Vintage Sneakers,Stylish sneakers with oversized design. Perfect for special events. Made from high-quality synthetic blend. Machine Washable.,Fashion,Shoes,sneakers,Ralph Lauren,308.74,USD,"10, 12, 9","Black, Gray, Brown, Pink, Navy",silk,dry clean only,3.8,474,Limited Stock,Spring/Summer,Men,Teen,Casual,"sneakers, Ralph Lauren, Vintage, fashion",True,Italy,2025-04-20
1528,Zara Modern Sunglasses,Stylish sunglasses with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Dry Clean Only.,Fashion,Accessories,sunglasses,Zara,125.67,USD,"12, 8, 9, 6, 5","Blue, Brown, Navy",wool,dry clean only,4.2,440,Out of Stock,Spring/Summer,Women,Kids,Formal,"sunglasses, Zara, Modern, fashion",False,Bangladesh,2024-09-29
1529,Gap Casual Athletic Shoes,Stylish athletic shoes with oversized design. Perfect for weekend outings. Made from high-quality wool. Delicate Cycle.,Fashion,Shoes,athletic shoes,Gap,241.82,USD,"7, 5, 6","Navy, Green, White, Blue, Black",denim,delicate cycle,3.9,1218,Out of Stock,Spring/Summer,Women,Adult,Trendy,"athletic shoes, Gap, Vintage, fashion",False,China,2024-11-08
1530,Gap Vintage Sneakers,Stylish sneakers with relaxed fit design. Perfect for formal occasions. Made from high-quality linen. Machine Washable.,Fashion,Shoes,sneakers,Gap,347.24,USD,"12, 5, 7","Blue, Red",silk,dry clean only,4.2,546,In Stock,Spring/Summer,Women,Teen,Formal,"sneakers, Gap, Casual, fashion",True,Vietnam,2025-03-18
1531,Nike Essential Bags,Stylish bags with relaxed fit design. Perfect for casual wear. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,bags,Nike,49.87,USD,"9, 6, 7, 10, 12","Beige, Navy",leather,dry clean only,3.7,1286,Out of Stock,Spring/Summer,Women,Kids,Classic,"bags, Nike, Casual, fashion",True,Turkey,2024-12-22
1532,Adidas Formal Blazers,Stylish blazers with tailored fit design. Perfect for formal occasions. Made from high-quality denim. Hand Wash Recommended.,Fashion,Clothing,blazers,Adidas,186.95,USD,"M, XS, XL, L","Red, Navy, Beige, White, Pink",silk,machine washable,3.9,1361,Limited Stock,All Season,Women,Kids,Business,"blazers, Adidas, Urban, fashion",False,Bangladesh,2025-01-25
1533,Adidas Essential Scarves,Stylish scarves with tailored fit design. Perfect for formal occasions. Made from high-quality denim. Dry Clean Only.,Fashion,Accessories,scarves,Adidas,589.58,USD,"8, 12, 11, 6","Beige, White",polyester,machine washable,3.9,1226,Out of Stock,All Season,Women,Teen,Sporty,"scarves, Adidas, Casual, fashion",False,Bangladesh,2025-02-23
1534,Zara Urban Jeans,Stylish jeans with tailored fit design. Perfect for casual wear. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,jeans,Zara,264.31,USD,"XL, L, XS, XXL, M","Navy, Red, Black",cotton,delicate cycle,3.7,318,In Stock,Spring/Summer,Unisex,Teen,Casual,"jeans, Zara, Essential, fashion",True,Italy,2025-08-15
1535,Levi's Designer Watches,Stylish watches with regular fit design. Perfect for business meetings. Made from high-quality linen. Machine Washable.,Fashion,Accessories,watches,Levi's,24.88,USD,"5, 8, 12, 10","White, Pink, Gray, Beige, Blue",polyester,delicate cycle,4.6,230,Limited Stock,Spring/Summer,Unisex,Adult,Business,"watches, Levi's, Designer, fashion",False,Bangladesh,2025-01-14
1536,Calvin Klein Classic Jeans,Stylish jeans with slim fit design. Perfect for casual wear. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,jeans,Calvin Klein,78.05,USD,"S, L, XXL","Brown, Gray, Beige, Red",wool,delicate cycle,4.5,772,Out of Stock,All Season,Men,Teen,Casual,"jeans, Calvin Klein, Vintage, fashion",False,China,2024-11-23
1537,Uniqlo Modern Sneakers,Stylish sneakers with tailored fit design. Perfect for casual wear. Made from high-quality leather. Dry Clean Only.,Fashion,Shoes,sneakers,Uniqlo,205.43,USD,"8, 10, 12","Pink, Gray",polyester,machine washable,4.6,1015,In Stock,All Season,Unisex,Kids,Casual,"sneakers, Uniqlo, Classic, fashion",True,China,2025-01-09
1538,Nike Classic Dresses,Stylish dresses with slim fit design. Perfect for formal occasions. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,dresses,Nike,83.54,USD,"XS, M, L, XL","Navy, Pink, Beige, Brown",wool,dry clean only,3.8,613,In Stock,Spring/Summer,Unisex,Adult,Sporty,"dresses, Nike, Designer, fashion",False,Vietnam,2024-08-23
1539,Zara Classic Belts,Stylish belts with regular fit design. Perfect for business meetings. Made from high-quality linen. Machine Washable.,Fashion,Accessories,belts,Zara,449.45,USD,"5, 6, 8","Blue, Pink, Red",synthetic blend,machine washable,4.9,1300,In Stock,Fall/Winter,Women,Adult,Business,"belts, Zara, Casual, fashion",True,Vietnam,2025-02-22
1540,Ralph Lauren Premium Hats,Stylish hats with slim fit design. Perfect for business meetings. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,hats,Ralph Lauren,136.55,USD,"11, 9, 10, 7, 8, 6","Beige, Green, White, Blue, Pink",linen,hand wash recommended,4.3,49,In Stock,Fall/Winter,Men,Kids,Sporty,"hats, Ralph Lauren, Designer, fashion",True,India,2024-09-14
1541,Calvin Klein Casual Flats,Stylish flats with tailored fit design. Perfect for business meetings. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Shoes,flats,Calvin Klein,379.5,USD,"9, 10, 6, 12","Gray, Blue",polyester,dry clean only,4.0,1289,Limited Stock,Fall/Winter,Unisex,Kids,Classic,"flats, Calvin Klein, Signature, fashion",False,USA,2024-12-27
1542,Ralph Lauren Formal Flats,Stylish flats with oversized design. Perfect for business meetings. Made from high-quality cotton. Dry Clean Only.,Fashion,Shoes,flats,Ralph Lauren,302.34,USD,"12, 11, 9, 10","Green, Navy, Black, Beige",silk,hand wash recommended,3.5,408,Out of Stock,Fall/Winter,Men,Teen,Trendy,"flats, Ralph Lauren, Essential, fashion",False,Italy,2025-03-11
1543,Calvin Klein Casual Flats,Stylish flats with tailored fit design. Perfect for business meetings. Made from high-quality denim. Hand Wash Recommended.,Fashion,Shoes,flats,Calvin Klein,92.96,USD,"7, 6, 5","Navy, White",silk,dry clean only,4.5,1471,In Stock,Fall/Winter,Unisex,Teen,Casual,"flats, Calvin Klein, Classic, fashion",False,Vietnam,2025-03-22
1544,Adidas Premium Dresses,Stylish dresses with oversized design. Perfect for casual wear. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,dresses,Adidas,42.7,USD,"L, M, XXL","Brown, Blue, Red, Green, Black",wool,hand wash recommended,3.4,417,Out of Stock,All Season,Unisex,Kids,Sporty,"dresses, Adidas, Vintage, fashion",True,Italy,2024-09-16
1545,Ralph Lauren Essential Sweaters,Stylish sweaters with tailored fit design. Perfect for special events. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,sweaters,Ralph Lauren,164.12,USD,"L, XXL, XL, XS","Beige, Green",leather,hand wash recommended,4.7,236,Out of Stock,Fall/Winter,Women,Teen,Business,"sweaters, Ralph Lauren, Modern, fashion",False,Vietnam,2025-08-22
1546,Calvin Klein Signature Belts,Stylish belts with slim fit design. Perfect for weekend outings. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Accessories,belts,Calvin Klein,332.6,USD,"6, 8, 12, 5, 9","Navy, Beige, Green, Pink",denim,hand wash recommended,3.9,1197,Out of Stock,All Season,Women,Kids,Sporty,"belts, Calvin Klein, Vintage, fashion",True,Bangladesh,2025-07-31
1547,Adidas Essential Jackets,Stylish jackets with relaxed fit design. Perfect for special events. Made from high-quality denim. Delicate Cycle.,Fashion,Clothing,jackets,Adidas,136.07,USD,"XXL, XL, S, L","Navy, Black, Gray, Blue, Red",silk,dry clean only,3.7,767,In Stock,Spring/Summer,Unisex,Kids,Casual,"jackets, Adidas, Premium, fashion",True,Vietnam,2025-08-04
1548,Adidas Premium Dresses,Stylish dresses with tailored fit design. Perfect for casual wear. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,dresses,Adidas,96.65,USD,"M, XL, L, XS, XXL","Pink, Black, Navy",linen,delicate cycle,4.2,1043,Limited Stock,Fall/Winter,Women,Adult,Trendy,"dresses, Adidas, Vintage, fashion",True,India,2024-10-30
1549,Gap Essential Dresses,Stylish dresses with oversized design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,dresses,Gap,189.68,USD,"XL, XXL, L, S","Beige, Red, Black, Navy, Green",polyester,machine washable,3.0,482,In Stock,All Season,Women,Kids,Classic,"dresses, Gap, Urban, fashion",False,India,2025-05-19
1550,Zara Formal Bags,Stylish bags with oversized design. Perfect for weekend outings. Made from high-quality wool. Hand Wash Recommended.,Fashion,Accessories,bags,Zara,574.48,USD,"7, 5, 10","Green, Gray, White, Beige",synthetic blend,dry clean only,3.6,287,Limited Stock,Fall/Winter,Unisex,Teen,Classic,"bags, Zara, Casual, fashion",False,Italy,2024-11-12
1551,H&M Premium Bags,Stylish bags with relaxed fit design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Accessories,bags,H&M,273.1,USD,"11, 9, 12, 8, 7, 6","Brown, Green, Navy, Black, White",polyester,delicate cycle,4.8,942,Limited Stock,Spring/Summer,Women,Teen,Casual,"bags, H&M, Casual, fashion",True,Bangladesh,2025-03-14
1552,Adidas Modern Hats,Stylish hats with oversized design. Perfect for business meetings. Made from high-quality synthetic blend. Machine Washable.,Fashion,Accessories,hats,Adidas,415.21,USD,"6, 12, 11","Black, Blue",synthetic blend,delicate cycle,3.7,139,Out of Stock,Spring/Summer,Women,Adult,Sporty,"hats, Adidas, Urban, fashion",True,China,2025-08-05
1553,Nike Formal Belts,Stylish belts with regular fit design. Perfect for formal occasions. Made from high-quality wool. Delicate Cycle.,Fashion,Accessories,belts,Nike,379.92,USD,"7, 9, 10, 5, 6, 11","Black, Beige, White, Blue",synthetic blend,dry clean only,3.6,12,Out of Stock,All Season,Men,Teen,Classic,"belts, Nike, Signature, fashion",True,Turkey,2025-02-05
1554,H&M Formal Flats,Stylish flats with slim fit design. Perfect for special events. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Shoes,flats,H&M,330.31,USD,"9, 8, 10, 6, 5","Beige, Blue, Red",silk,dry clean only,4.0,486,Limited Stock,Fall/Winter,Women,Kids,Business,"flats, H&M, Modern, fashion",True,Italy,2024-12-22
1555,Gap Designer Bags,Stylish bags with tailored fit design. Perfect for weekend outings. Made from high-quality cotton. Machine Washable.,Fashion,Accessories,bags,Gap,336.94,USD,"9, 10, 11, 12, 8, 7","Gray, Red, White, Blue",denim,dry clean only,3.0,509,Limited Stock,All Season,Men,Adult,Business,"bags, Gap, Modern, fashion",False,Vietnam,2024-09-04
1556,Ralph Lauren Designer Scarves,Stylish scarves with relaxed fit design. Perfect for special events. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,scarves,Ralph Lauren,215.19,USD,"10, 12, 5","Blue, Navy",leather,delicate cycle,4.2,65,Limited Stock,Fall/Winter,Men,Teen,Sporty,"scarves, Ralph Lauren, Vintage, fashion",True,Italy,2024-10-26
1557,Tommy Hilfiger Formal Loafers,Stylish loafers with regular fit design. Perfect for weekend outings. Made from high-quality linen. Dry Clean Only.,Fashion,Shoes,loafers,Tommy Hilfiger,355.87,USD,"10, 9, 11, 8, 5","Navy, Blue, Red, Gray",polyester,hand wash recommended,4.0,1421,Limited Stock,Spring/Summer,Women,Adult,Sporty,"loafers, Tommy Hilfiger, Signature, fashion",False,Vietnam,2025-04-06
1558,Calvin Klein Urban Sneakers,Stylish sneakers with slim fit design. Perfect for business meetings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Shoes,sneakers,Calvin Klein,146.15,USD,"5, 9, 11, 8, 6, 10","Brown, Beige, Navy, Black",denim,dry clean only,3.6,1381,Limited Stock,Fall/Winter,Unisex,Kids,Casual,"sneakers, Calvin Klein, Premium, fashion",True,Vietnam,2025-02-11
1559,Levi's Designer Scarves,Stylish scarves with slim fit design. Perfect for business meetings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,scarves,Levi's,153.1,USD,"8, 12, 5, 6","Black, Navy, Beige, Pink, Gray",polyester,delicate cycle,4.5,183,In Stock,Fall/Winter,Unisex,Teen,Business,"scarves, Levi's, Classic, fashion",False,Italy,2025-07-12
1560,Gap Modern Belts,Stylish belts with slim fit design. Perfect for special events. Made from high-quality leather. Machine Washable.,Fashion,Accessories,belts,Gap,434.4,USD,"11, 7, 12, 8, 6, 9","Blue, Brown, Gray",cotton,delicate cycle,4.2,390,Out of Stock,All Season,Men,Kids,Trendy,"belts, Gap, Casual, fashion",False,Bangladesh,2025-05-23
1561,Calvin Klein Vintage Sandals,Stylish sandals with slim fit design. Perfect for business meetings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Shoes,sandals,Calvin Klein,220.86,USD,"6, 8, 7, 11","Beige, Black, Red",wool,dry clean only,4.7,883,In Stock,Spring/Summer,Unisex,Adult,Sporty,"sandals, Calvin Klein, Urban, fashion",True,Bangladesh,2025-01-18
1562,Ralph Lauren Premium Heels,Stylish heels with relaxed fit design. Perfect for business meetings. Made from high-quality synthetic blend. Machine Washable.,Fashion,Shoes,heels,Ralph Lauren,117.25,USD,"9, 6, 5, 8, 7, 12","Beige, Brown, White",leather,dry clean only,4.7,972,Out of Stock,All Season,Men,Adult,Trendy,"heels, Ralph Lauren, Urban, fashion",False,Vietnam,2025-03-29
1563,Zara Urban Jeans,Stylish jeans with regular fit design. Perfect for formal occasions. Made from high-quality wool. Dry Clean Only.,Fashion,Clothing,jeans,Zara,230.41,USD,"M, XXL, S, XS","Brown, Gray, Beige, Blue",silk,dry clean only,3.7,863,In Stock,Fall/Winter,Unisex,Kids,Classic,"jeans, Zara, Formal, fashion",True,Turkey,2025-03-29
1564,Ralph Lauren Classic Hats,Stylish hats with regular fit design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Accessories,hats,Ralph Lauren,275.28,USD,"12, 7, 6","White, Blue",linen,machine washable,3.3,99,Out of Stock,Spring/Summer,Men,Kids,Business,"hats, Ralph Lauren, Casual, fashion",True,Turkey,2025-08-12
1565,Zara Signature Watches,Stylish watches with oversized design. Perfect for business meetings. Made from high-quality silk. Delicate Cycle.,Fashion,Accessories,watches,Zara,32.21,USD,"7, 11, 9, 12, 5, 10","Gray, Black, Green",polyester,machine washable,3.9,1222,Limited Stock,Spring/Summer,Men,Kids,Classic,"watches, Zara, Premium, fashion",False,Vietnam,2025-06-19
1566,H&M Essential Scarves,Stylish scarves with regular fit design. Perfect for weekend outings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,scarves,H&M,272.9,USD,"11, 12, 5, 8, 7","Navy, Beige, Black, Blue",denim,delicate cycle,4.4,1419,Limited Stock,Spring/Summer,Men,Teen,Trendy,"scarves, H&M, Modern, fashion",True,China,2025-04-13
1567,Ralph Lauren Vintage Dresses,Stylish dresses with regular fit design. Perfect for special events. Made from high-quality polyester. Delicate Cycle.,Fashion,Clothing,dresses,Ralph Lauren,283.54,USD,"M, XXL, XL","Green, White",denim,machine washable,4.0,1039,Limited Stock,Fall/Winter,Men,Teen,Sporty,"dresses, Ralph Lauren, Classic, fashion",True,Turkey,2025-04-07
1568,Levi's Vintage Belts,Stylish belts with regular fit design. Perfect for formal occasions. Made from high-quality linen. Machine Washable.,Fashion,Accessories,belts,Levi's,135.81,USD,"11, 7, 5, 6","Green, Gray",linen,hand wash recommended,3.8,808,Out of Stock,Fall/Winter,Women,Adult,Sporty,"belts, Levi's, Premium, fashion",True,Vietnam,2025-07-18
1569,Gap Vintage Bags,Stylish bags with regular fit design. Perfect for special events. Made from high-quality silk. Machine Washable.,Fashion,Accessories,bags,Gap,175.88,USD,"5, 6, 11, 12, 9","Gray, Red",cotton,machine washable,5.0,1404,Limited Stock,All Season,Women,Adult,Casual,"bags, Gap, Premium, fashion",False,Bangladesh,2024-10-26
1570,H&M Vintage Scarves,Stylish scarves with tailored fit design. Perfect for business meetings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,scarves,H&M,483.95,USD,"6, 7, 5, 10, 11, 9","Black, Green, Gray, Beige, Brown",synthetic blend,delicate cycle,3.7,404,Limited Stock,Fall/Winter,Women,Teen,Business,"scarves, H&M, Casual, fashion",True,Turkey,2024-09-15
