id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
971,Razer ROG 822,"Powerful laptop designed for professional work and creative tasks. Featuring dedicated graphics, high resolution display. ",Electronics,Laptops,Razer,631.08,USD,3.8,1614,Pre-order,"dedicated graphics, high resolution display","dedicated graphics, Razer, high resolution display",Brown,8.1,89x122x35,Fabric,South Korea,60,True,2022-12-17,RAZ-LAP-000971
972,Restoration Hardware Luxury bathroom,"Designer piece that adds elegance and character to any space. Featuring versatile use, durable materials, functional design. Dimensions: 145x91x26cm. Crafted from wood.",Home & Garden,Home Decor,Restoration Hardware,576.72,USD,4.2,1309,In Stock,"versatile use, durable materials, functional design, eco-friendly","versatile use, Restoration Hardware, eco-friendly, functional design, durable materials",Gray,23.31,82x32x47,Rubber,USA,12,True,2024-05-26,RES-HOM-000972
973,Huawei Ultra 187,"High-performance smartphone with exceptional battery life and display quality. Featuring water resistant, fingerprint sensor, OLED display. ",Electronics,Smartphones,Huawei,225.38,USD,4.8,352,In Stock,"water resistant, fingerprint sensor, OLED display, high refresh rate","fingerprint sensor, Huawei, high refresh rate, water resistant, OLED display",Purple,15.53,146x51x60,Glass,Taiwan,36,False,2024-10-08,HUA-SMA-000973
974,West Elm Luxury bathroom,"Practical home solution with contemporary aesthetic appeal. Featuring functional design, modern design, durable materials. Dimensions: 48x18x23cm. Crafted from ceramic.",Home & Garden,Home Decor,West Elm,876.86,USD,3.5,4729,In Stock,"functional design, modern design, durable materials, easy assembly, affordable pricing","West Elm, functional design, affordable pricing, durable materials, easy assembly, modern design",Blue,18.46,140x112x92,Rubber,South Korea,12,True,2022-09-22,WES-HOM-000974
975,Beyerdynamic SRH 154,"Noise-cancelling headphones perfect for travel and focused listening. Featuring quick charge, touch controls. ",Electronics,Headphones,Beyerdynamic,55.53,USD,4.9,4301,In Stock,"quick charge, touch controls","Beyerdynamic, touch controls, quick charge",Red,12.53,71x26x12,Plastic,Taiwan,60,False,2024-06-28,BEY-HEA-000975
976,Huawei Standard 322,"Flagship smartphone with cutting-edge technology and premium design. Featuring fast charging, face recognition, OLED display. ",Electronics,Smartphones,Huawei,1024.58,USD,2.8,1393,Out of Stock,"fast charging, face recognition, OLED display, 5G connectivity, high refresh rate","5G connectivity, OLED display, face recognition, fast charging, high refresh rate, Huawei",Blue,19.02,116x12x87,Leather,South Korea,6,False,2024-04-16,HUA-SMA-000976
977,MSI Pavilion 666,"Powerful laptop designed for professional work and creative tasks. Featuring backlit keyboard, touchscreen, fast processor. ",Electronics,Laptops,MSI,423.32,USD,4.4,4092,In Stock,"backlit keyboard, touchscreen, fast processor","MSI, fast processor, touchscreen, backlit keyboard",Gray,10.89,107x81x40,Wood,USA,6,False,2023-10-06,MSI-LAP-000977
978,Huawei Plus 137,"Advanced mobile device featuring latest processor and camera system. Featuring OLED display, high refresh rate, 5G connectivity. ",Electronics,Smartphones,Huawei,964.53,USD,4.9,2980,Out of Stock,"OLED display, high refresh rate, 5G connectivity, multiple cameras, fingerprint sensor","high refresh rate, 5G connectivity, multiple cameras, fingerprint sensor, Huawei, OLED display",White,12.33,92x118x8,Metal,Vietnam,12,True,2024-11-05,HUA-SMA-000978
979,Beyerdynamic K 337,"Premium wireless headphones with superior sound quality and comfort. Featuring voice assistant, multipoint connection, quick charge. ",Electronics,Headphones,Beyerdynamic,124.06,USD,3.4,3150,In Stock,"voice assistant, multipoint connection, quick charge, touch controls, noise cancellation","Beyerdynamic, quick charge, noise cancellation, voice assistant, multipoint connection, touch controls",Pink,5.06,101x77x30,Ceramic,Germany,60,False,2024-09-20,BEY-HEA-000979
980,Ralph Lauren Modern shoes,"Versatile wardrobe essential that combines style and functionality. Featuring durable construction, breathable fabric, stylish design. Made from high-quality polyester. Available in sizes L-XXL-XL.",Fashion,Clothing,Ralph Lauren,250.42,USD,3.8,2347,In Stock,"durable construction, breathable fabric, stylish design, all-season wear, easy care","stylish design, easy care, Ralph Lauren, breathable fabric, durable construction, all-season wear",Red,2.5,32x8x63,Ceramic,USA,24,False,2023-10-27,RAL-CLO-000980
981,Pottery Barn Classic decor accessories,"Modern home furnishing that combines style and functionality. Featuring eco-friendly, versatile use, easy assembly. Dimensions: 121x66x43cm. Crafted from plastic.",Home & Garden,Home Decor,Pottery Barn,427.33,USD,4.0,1806,In Stock,"eco-friendly, versatile use, easy assembly, affordable pricing, durable materials","Pottery Barn, affordable pricing, versatile use, eco-friendly, durable materials, easy assembly",Pink,16.62,63x41x36,Rubber,South Korea,6,True,2024-12-10,POT-HOM-000981
982,Apple Studio 204,"High-fidelity audio experience with advanced driver technology. Featuring wireless connectivity, multipoint connection, quick charge. ",Electronics,Headphones,Apple,347.6,USD,3.8,3617,In Stock,"wireless connectivity, multipoint connection, quick charge, foldable design, comfortable fit","Apple, comfortable fit, multipoint connection, quick charge, wireless connectivity, foldable design",Green,5.34,67x18x92,Plastic,Japan,6,True,2024-06-10,APP-HEA-000982
983,Adidas Essential accessories,"Premium fashion item with attention to detail and quality craftsmanship. Featuring versatile styling, easy care, stylish design. Made from high-quality wool. Available in sizes L-XS-M.",Fashion,Clothing,Adidas,278.76,USD,4.9,1361,In Stock,"versatile styling, easy care, stylish design, classic style, breathable fabric","versatile styling, classic style, Adidas, breathable fabric, stylish design, easy care",Yellow,15.81,20x49x47,Glass,USA,36,True,2025-07-16,ADI-CLO-000983
984,Apple SRH 499,"High-fidelity audio experience with advanced driver technology. Featuring touch controls, foldable design, wireless connectivity. ",Electronics,Headphones,Apple,49.16,USD,3.8,4654,In Stock,"touch controls, foldable design, wireless connectivity, multipoint connection, premium sound quality","Apple, touch controls, wireless connectivity, foldable design, multipoint connection, premium sound quality",Purple,12.04,47x13x82,Leather,Japan,24,True,2025-06-16,APP-HEA-000984
985,Google Ultra 664,"High-performance smartphone with exceptional battery life and display quality. Featuring fingerprint sensor, fast charging, face recognition. ",Electronics,Smartphones,Google,548.39,USD,3.7,998,Limited Stock,"fingerprint sensor, fast charging, face recognition","face recognition, fast charging, fingerprint sensor, Google",Black,21.98,5x58x55,Glass,South Korea,6,True,2025-06-03,GOO-SMA-000985
986,Gap Classic activewear,"Versatile wardrobe essential that combines style and functionality. Featuring breathable fabric, versatile styling, durable construction. Made from high-quality denim. Available in sizes L-XXL-S.",Fashion,Clothing,Gap,79.35,USD,3.7,547,In Stock,"breathable fabric, versatile styling, durable construction, easy care, classic style","classic style, durable construction, breathable fabric, Gap, easy care, versatile styling",Blue,10.88,40x127x47,Glass,Japan,36,True,2025-01-08,GAP-CLO-000986
987,Gap Modern shoes,"Premium fashion item with attention to detail and quality craftsmanship. Featuring comfortable fit, classic style, durable construction. Made from high-quality wool. Available in sizes XXL-L-XS.",Fashion,Clothing,Gap,84.28,USD,4.9,3825,Limited Stock,"comfortable fit, classic style, durable construction","durable construction, Gap, comfortable fit, classic style",Green,0.62,104x120x13,Leather,Taiwan,6,True,2023-07-22,GAP-CLO-000987
988,Target Premium rugs,"Designer piece that adds elegance and character to any space. Featuring easy assembly, affordable pricing, versatile use. Dimensions: 98x56x73cm. Crafted from wood.",Home & Garden,Home Decor,Target,877.86,USD,4.5,520,In Stock,"easy assembly, affordable pricing, versatile use, durable materials, eco-friendly","easy assembly, affordable pricing, versatile use, eco-friendly, Target, durable materials",White,8.45,133x97x22,Ceramic,Japan,60,True,2023-02-03,TAR-HOM-000988
989,JBL AirPods 644,"High-fidelity audio experience with advanced driver technology. Featuring noise cancellation, multipoint connection, wireless connectivity. ",Electronics,Headphones,JBL,507.5,USD,3.9,3730,In Stock,"noise cancellation, multipoint connection, wireless connectivity","noise cancellation, multipoint connection, wireless connectivity, JBL",Red,7.75,79x56x55,Metal,USA,12,False,2024-03-21,JBL-HEA-000989
990,Sennheiser K 668,"Premium wireless headphones with superior sound quality and comfort. Featuring premium sound quality, noise cancellation, long battery life. ",Electronics,Headphones,Sennheiser,418.85,USD,2.7,3204,In Stock,"premium sound quality, noise cancellation, long battery life, quick charge, wireless connectivity","long battery life, quick charge, Sennheiser, premium sound quality, noise cancellation, wireless connectivity",Purple,0.57,49x91x23,Fabric,Taiwan,6,True,2025-04-05,SEN-HEA-000990
991,ASUS ThinkPad 175,"Premium portable computer with exceptional performance and build quality. Featuring lightweight design, backlit keyboard. ",Electronics,Laptops,ASUS,1783.69,USD,2.7,1121,In Stock,"lightweight design, backlit keyboard","lightweight design, ASUS, backlit keyboard",Black,9.89,131x129x60,Leather,USA,24,False,2024-04-19,ASU-LAP-000991
992,OnePlus Galaxy 331,"Flagship smartphone with cutting-edge technology and premium design. Featuring premium build, face recognition. ",Electronics,Smartphones,OnePlus,1080.92,USD,4.5,3479,In Stock,"premium build, face recognition","premium build, OnePlus, face recognition",Gray,12.73,11x62x18,Metal,China,36,False,2023-06-14,ONE-SMA-000992
993,Calvin Klein Classic jeans,"Stylish and comfortable clothing perfect for everyday wear. Featuring easy care, stylish design, durable construction. Made from high-quality polyester. Available in sizes S-XXL-M.",Fashion,Clothing,Calvin Klein,255.94,USD,4.6,4993,In Stock,"easy care, stylish design, durable construction, breathable fabric","stylish design, durable construction, easy care, Calvin Klein, breathable fabric",Red,9.73,97x19x26,Wood,Taiwan,24,False,2023-06-18,CAL-CLO-000993
994,HP Pavilion 607,"Powerful laptop designed for professional work and creative tasks. Featuring long battery life, premium build quality, backlit keyboard. ",Electronics,Laptops,HP,1547.65,USD,3.0,1743,In Stock,"long battery life, premium build quality, backlit keyboard, SSD storage","HP, SSD storage, long battery life, backlit keyboard, premium build quality",Green,24.02,74x114x96,Ceramic,South Korea,6,True,2024-11-14,HP-LAP-000994
995,Dell ROG 934,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring lightweight design, high resolution display. ",Electronics,Laptops,Dell,1656.58,USD,3.0,2150,In Stock,"lightweight design, high resolution display","Dell, high resolution display, lightweight design",White,7.82,57x120x57,Glass,Germany,12,False,2025-01-09,DEL-LAP-000995
996,Adidas Modern jeans,"Premium fashion item with attention to detail and quality craftsmanship. Featuring breathable fabric, comfortable fit, easy care. Made from high-quality polyester. Available in sizes S-M-XXL.",Fashion,Clothing,Adidas,230.69,USD,3.4,3385,Pre-order,"breathable fabric, comfortable fit, easy care, classic style","easy care, comfortable fit, Adidas, breathable fabric, classic style",Green,2.28,14x43x31,Wood,Vietnam,60,False,2023-02-15,ADI-CLO-000996
997,Nokia Lite 770,"High-performance smartphone with exceptional battery life and display quality. Featuring multiple cameras, fingerprint sensor, fast charging. ",Electronics,Smartphones,Nokia,941.85,USD,3.5,2458,In Stock,"multiple cameras, fingerprint sensor, fast charging, water resistant","fingerprint sensor, fast charging, water resistant, Nokia, multiple cameras",Black,0.37,89x102x70,Metal,Japan,60,False,2023-06-12,NOK-SMA-000997
998,Sennheiser Studio 737,"Premium wireless headphones with superior sound quality and comfort. Featuring multipoint connection, wireless connectivity, voice assistant. ",Electronics,Headphones,Sennheiser,300.04,USD,2.7,3939,In Stock,"multipoint connection, wireless connectivity, voice assistant, touch controls","multipoint connection, touch controls, Sennheiser, voice assistant, wireless connectivity",Green,11.98,75x17x12,Rubber,USA,12,True,2022-12-23,SEN-HEA-000998
999,Pottery Barn Classic bedding,"Designer piece that adds elegance and character to any space. Featuring modern design, durable materials, space-saving. Dimensions: 200x196x69cm. Crafted from plastic.",Home & Garden,Home Decor,Pottery Barn,247.16,USD,4.5,2835,In Stock,"modern design, durable materials, space-saving, eco-friendly, affordable pricing","Pottery Barn, space-saving, affordable pricing, eco-friendly, modern design, durable materials",Blue,9.65,76x14x4,Fabric,Germany,60,False,2025-01-21,POT-HOM-000999
1000,Adidas Classic shoes,"Stylish and comfortable clothing perfect for everyday wear. Featuring breathable fabric, durable construction. Made from high-quality linen. Available in sizes M-XS-XXL.",Fashion,Clothing,Adidas,30.18,USD,4.9,1041,Limited Stock,"breathable fabric, durable construction","durable construction, breathable fabric, Adidas",Green,9.98,113x139x3,Rubber,Germany,24,True,2023-08-15,ADI-CLO-001000
